Identificador_Identifier;Tipo_Type;Latitud_Latitude;Longitud_Longitude;ExactitudHorizontal_HorzAccuracy;NivelConfHoriz_HorzConfLevel;ResolucionHoriz_HorzResolution;SistRefHorizontal_HorzRefSyst;Elevacion_Elevation;ExactitudVertical_VertAccuracy;NivelConfVertical_VertConfLevel;ResolucionVert_VertResolution;SistRefVertical_VertRefSyst;Altura_Height;UnidadMedida_UOM;IdOriginador_OriginatorId;IdFuente_SourceId;TipoMedicion_MeasurementType;FechaMedicion_MeasurementDate;Señalizado_Marking;Iluminado_Lighting;Frangible_Frangibility;TipoGeometria_GeometryType;Integridad_Integrity;NotaIntegridad_IntegrityRemark;AMDT;PUB;WEF
LEPA-OBS-02976-021-2015;Sistema Iluminación/Electrical Exit Light;393307.0411N;0024418.6294E;0.014;95;0.001;WGE;6.799;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02997-003-2015;Sistema Iluminación/Electrical Exit Light;393340.0540N;0024439.7081E;0.016;95;0.001;WGE;3.145;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02948-007-2015;Sistema Iluminación/Electrical Exit Light;393245.2834N;0024241.4240E;0.008;95;0.001;WGE;4.145;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00839-001-2015;Señal/Sign;393304.1080N;0024328.1343E;0.007;95;0.001;WGE;3.699;0.013;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-014-2015;Sistema Iluminación/Electrical Exit Light;393312.0094N;0024414.7119E;0.019;95;0.001;WGE;5.532;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02156-001-2015;Sistema Eléctrico/Electrical System;393246.6017N;0024303.1859E;0.008;95;0.001;WGE;4.663;0.014;95;0.001;MSL;0.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03026-011-2015;Sistema Iluminación/Electrical Exit Light;393322.5174N;0024540.7546E;0.012;95;0.001;WGE;2.731;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-030-2015;Sistema Iluminación/Electrical Exit Light;393300.7333N;0024423.6053E;0.01;95;0.001;WGE;8.231;0.037;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01175-001-2015;Torre/Tower;393258.7116N;0024353.9681E;0.2;95;0.001;WGE;34.555;0.2;95;0.001;MSL;29.876;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151127;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00963-002-2015;Poste-Mástil/Pole;393320.6319N;0024328.3187E;0.2;95;0.001;WGE;12.735;0.2;95;0.001;MSL;6.565;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03015-010-2015;Sistema Iluminación/Electrical Exit Light;393239.8147N;0024414.7592E;0.008;95;0.001;WGE;7.481;0.02;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02826-007-2015;Tendido Eléctrico/Transmission Line;393141.3682N;0024646.0692E;0.5;95;0.001;WGE;64.59;0.25;95;0.001;MSL;19.21;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02947-009-2015;Sistema Iluminación/Electrical Exit Light;393245.1252N;0024240.4807E;0.01;95;0.001;WGE;4.138;0.001;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02996-007-2015;Sistema Iluminación/Electrical Exit Light;393340.8701N;0024435.2310E;0.006;95;0.001;WGE;3.484;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01528-001-2015;Señal/Sign;393233.5032N;0024344.5412E;0.009;95;0.001;WGE;6.799;0.014;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03013-009-2015;Sistema Iluminación/Electrical Exit Light;393230.4343N;0024352.5288E;0.007;95;0.001;WGE;7.93;0.023;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-044-2015;Obstáculo Móvil/Mobile Obstacle;393243.3104N;0024234.3603E;0.008;95;0.001;WGE;7.74;0.011;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02830-001-2015;Árbol/Tree;393134.6536N;0024841.0084E;0.2;95;0.001;WGE;140.945;0.2;95;0.001;MSL;6.485;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02422-001-2015;Chimenea/Chimney;393257.7339N;0024844.3262E;0.2;95;0.001;WGE;132.34;0.2;95;0.001;MSL;10.76;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01367-006-2015;Valla/Fence;393243.9181N;0024440.7916E;0.006;95;0.001;WGE;15.68;0.018;95;0.001;MSL;1.88;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-008-2015;Sistema Iluminación/Electrical Exit Light;393253.3072N;0024301.2688E;0.007;95;0.001;WGE;4.695;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02948-006-2015;Sistema Iluminación/Electrical Exit Light;393245.6082N;0024241.3758E;0.0075;95;0.001;WGE;4.208;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03021-012-2015;Sistema Iluminación/Electrical Exit Light;393239.3186N;0024400.0520E;0.011;95;0.001;WGE;7.981;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02984-006-2015;Sistema Iluminación/Electrical Exit Light;393301.3343N;0024310.2098E;0.007;95;0.001;WGE;4.411;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-005-2015;Sistema Iluminación/Electrical Exit Light;393250.2653N;0024254.8383E;0.01;95;0.001;WGE;4.481;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02971-004-2015;Sistema Iluminación/Electrical Exit Light;393316.2393N;0024354.9870E;0.01;95;0.001;WGE;2.436;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-003-2015;Sistema Iluminación/Electrical Exit Light;393320.4260N;0024408.1551E;0.01;95;0.001;WGE;3.383;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03023-015-2015;Sistema Iluminación/Electrical Exit Light;393319.4828N;0024538.8637E;0.008;95;0.001;WGE;2.715;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01475-001-2015;Puerta/Gate;393222.9587N;0024331.2851E;0.1;95;0.001;WGE;5.977;0.1;95;0.001;MSL;3;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03025-018-2015;Sistema Iluminación/Electrical Exit Light;393321.4002N;0024541.7799E;0.008;95;0.001;WGE;2.596;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03014-003-2015;Sistema Iluminación/Electrical Exit Light;393233.7811N;0024352.1966E;0.007;95;0.001;WGE;7.291;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02998-001-2015;Sistema Iluminación/Electrical Exit Light;393344.5072N;0024436.3321E;0.017;95;0.001;WGE;2.731;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02834-001-2015;Árbol/Tree;393135.7480N;0024848.1537E;0.2;95;0.001;WGE;147.793;0.2;95;0.001;MSL;11.583;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02966-007-2015;Sistema Iluminación/Electrical Exit Light;393304.1353N;0024328.8967E;0.008;95;0.001;WGE;3.7;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01411-001-2015;Edificio/Building;393231.4680N;0024415.4657E;0.2;95;0.001;WGE;16.305;0.2;95;0.001;MSL;11.355;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02072-001-2015;Sistema Eléctrico/Electrical System;393333.6757N;0024358.9730E;0.008;95;0.001;WGE;4.705;0.015;95;0.001;MSL;1.17;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01670-001-2015;Torre/Tower;393250.9542N;0024320.2924E;0.2;95;0.001;WGE;23.11;0.2;95;0.001;MSL;19.95;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03579-001-2015;Tendido Eléctrico/Transmission Line;393556.6848N;0024443.9501E;0.2;95;0.001;WGE;69.44;0.2;95;0.001;MSL;17.842;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02985-005-2015;Sistema Iluminación/Electrical Exit Light;393308.2054N;0024324.7878E;0.008;95;0.001;WGE;4.231;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-018-2015;Sistema Iluminación/Electrical Exit Light;393256.7498N;0024452.0671E;0.008;95;0.001;WGE;5.496;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03847-002-2015;Avión/Plane;393318.6008N;0024404.3539E;0.2;95;0.001;WGE;26.372;0.2;95;0.001;MSL;24.17;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02312-001-2015;Señal/Sign;393258.8353N;0024425.9188E;0.007;95;0.001;WGE;8.249;0.009;95;0.001;MSL;0.755;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02826-002-2015;Tendido Eléctrico/Transmission Line;393124.5000N;0024816.1172E;0.5;95;0.001;WGE;141.235;0.25;95;0.001;MSL;24.205;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02151-001-2015;Edificio/Building;393241.9711N;0024254.2903E;0.008;95;0.001;WGE;7.043;0.016;95;0.001;MSL;2.951;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-061-2015;Obstáculo Móvil/Mobile Obstacle;393328.0194N;0024546.9606E;0.007;95;0.001;WGE;7.583;0.011;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02971-007-2015;Sistema Iluminación/Electrical Exit Light;393317.7580N;0024358.2073E;0.007;95;0.001;WGE;2.481;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02214-001-2015;Señal/Sign;393335.2287N;0024432.7750E;0.009;95;0.001;WGE;4.095;0.013;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02987-011-2015;Sistema Iluminación/Electrical Exit Light;393308.7974N;0024331.9160E;0.013;95;0.001;WGE;3.958;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02280-001-2015;Sistema Iluminación/Electrical Exit Light;393240.6692N;0024413.8990E;0.009;95;0.001;WGE;7.521;0.014;95;0.001;MSL;0.68;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00855-001-2015;Señal/Sign;393333.9612N;0024430.0571E;0.01;95;0.001;WGE;3.925;0.015;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02819-001-2015;Poste-Mástil/Pole;393212.4920N;0024755.2665E;0.2;95;0.001;WGE;105.727;0.2;95;0.001;MSL;7.627;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02962-002-2015;Sistema Iluminación/Electrical Exit Light;393255.9604N;0024312.5684E;0.008;95;0.001;WGE;3.511;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03018-009-2015;Sistema Iluminación/Electrical Exit Light;393244.2301N;0024419.9578E;0.009;95;0.001;WGE;6.848;0.021;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03026-016-2015;Sistema Iluminación/Electrical Exit Light;393321.2671N;0024539.9524E;0.011;95;0.001;WGE;2.731;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00901-001-2015;Señal/Sign;393255.1048N;0024429.2442E;0.009;95;0.001;WGE;8.413;0.013;95;0.001;MSL;0.87;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02174-001-2015;Sistema Eléctrico/Electrical System;393251.9288N;0024314.4447E;0.009;95;0.001;WGE;4.659;0.016;95;0.001;MSL;1.33;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03011-010-2015;Sistema Iluminación/Electrical Exit Light;393229.1594N;0024350.4337E;0.007;95;0.001;WGE;8.231;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02257-001-2015;Señal/Sign;393231.0758N;0024349.4266E;0.007;95;0.001;WGE;7.761;0.012;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02303-001-2015;Señal/Sign;393304.6812N;0024417.8979E;0.008;95;0.001;WGE;7.01;0.011;95;0.001;MSL;0.757;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03580-001-2015;Antena/Antenna;393455.8921N;0024305.7836E;0.2;95;0.001;WGE;56.72;0.2;95;0.001;MSL;29.982;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02185-001-2015;Sistema Iluminación/Electrical Exit Light;393247.1629N;0024240.4179E;0.019;95;0.001;WGE;4.372;0.03;95;0.001;MSL;0.67;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01672-001-2015;Edificio/Building;393251.1416N;0024316.4424E;0.2;95;0.001;WGE;23.636;0.2;95;0.001;MSL;20.856;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03045-001-2015;Antena/Antenna;393400.2479N;0024123.5953E;0.5;95;0.001;WGE;60.506;0.25;95;0.001;MSL;51.216;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01658-001-2015;Tendido Eléctrico/Transmission Line;393630.9618N;0024636.2754E;0.5;95;0.001;WGE;181.753;0.1;95;0.001;MSL;9.3;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02993-009-2015;Sistema Iluminación/Electrical Exit Light;393331.2357N;0024420.1839E;0.025;95;0.001;WGE;3.286;0.03;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01170-001-2015;Torre/Tower;393309.5039N;0024402.8755E;0.2;95;0.001;WGE;39.653;0.2;95;0.001;MSL;35.783;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02990-008-2015;Sistema Iluminación/Electrical Exit Light;393315.5505N;0024346.1923E;0.009;95;0.001;WGE;3.731;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03513-001-2015;Vegetación/Vegetation;393142.2670N;0024651.5178E;0.5;95;0.001;WGE;71.71;0.25;95;0.001;MSL;15.42;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03548-002-2015;Tendido Eléctrico/Transmission Line;393232.2024N;0024738.3481E;0.5;95;0.001;WGE;92.12;0.25;95;0.001;MSL;10.46;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01345-001-2015;Antena/Antenna;393309.7814N;0024534.2431E;0.2;95;0.001;WGE;16.493;0.2;95;0.001;MSL;14.093;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151123;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-011-2015;Sistema Iluminación/Electrical Exit Light;393324.1746N;0024403.4531E;0.008;95;0.001;WGE;3.035;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02978-002-2015;Sistema Iluminación/Electrical Exit Light;393258.4093N;0024423.1652E;0.009;95;0.001;WGE;7.818;0.035;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02785-001-2015;Grúa/Crane;393339.2166N;0024902.5791E;0.2;95;0.001;WGE;131.849;0.2;95;0.001;MSL;32.289;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02792-001-2015;Árbol/Tree;393331.0119N;0024922.7808E;0.2;95;0.001;WGE;144.246;0.2;95;0.001;MSL;16.836;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01650-025-2015;Tendido Eléctrico/Transmission Line;393501.2934N;0024958.0144E;0.5;95;0.001;WGE;175.81;0.1;95;0.001;MSL;30.8;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-048-2015;Sistema Iluminación/Electrical Exit Light;393335.9630N;0024431.4925E;0.007;95;0.001;WGE;3.609;0.021;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02230-001-2015;Poste-Mástil/Pole;393253.3737N;0024426.5035E;0.007;95;0.001;WGE;9.487;0.015;95;0.001;MSL;1.565;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01526-001-2015;Señal/Sign;393236.4344N;0024352.3551E;0.01;95;0.001;WGE;7.332;0.016;95;0.001;MSL;0.75;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00836-001-2015;Señal/Sign;393259.0672N;0024316.4848E;0.007;95;0.001;WGE;4.209;0.013;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02844-001-2015;Árbol/Tree;393223.0277N;0024922.0085E;0.2;95;0.001;WGE;153.787;0.2;95;0.001;MSL;13.377;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01182-009-2015;Edificio/Building;393250.6383N;0024414.0018E;0.2;95;0.001;WGE;22.788;0.2;95;0.001;MSL;14.978;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-009-2015;Sistema Iluminación/Electrical Exit Light;393256.3614N;0024309.6502E;0.009;95;0.001;WGE;4.634;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02197-001-2015;Señal/Sign;393255.5966N;0024311.5169E;0.007;95;0.001;WGE;3.643;0.015;95;0.001;MSL;0.81;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02848-001-2015;Árbol/Tree;393226.9178N;0024915.1556E;0.2;95;0.001;WGE;159.404;0.2;95;0.001;MSL;17.344;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02433-001-2015;Árbol/Tree;393244.4735N;0024851.2243E;0.2;95;0.001;WGE;133.723;0.2;95;0.001;MSL;11.673;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03019-008-2015;Sistema Iluminación/Electrical Exit Light;393252.4865N;0024437.9577E;0.002;95;0.001;WGE;6.219;0.002;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
